50.114117,19.006608,addNode name=27210,ref=27210,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.106225,18.973167,addNode name=27049,ref=27049,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.103205,18.956542,addNode name=27053,ref=27053,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.125236,18.97596,addNode name=27169,ref=27169,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.111413,19.001588,addNode name=27170,ref=27170,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.128862,18.999582,addNode name=27196,ref=27196,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.104205,18.977867,addNode name=27232,ref=27232,capacity=6,amenity=bicycle_rental,operator=Nextbike Polska
50.098394,18.990683,addNode name=27245,ref=27245,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.107868,18.99006,addNode name=27250,ref=27250,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.111233,18.97404,addNode name=27253,ref=27253,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.091011,19.017649,addNode name=27257,ref=27257,capacity=3,amenity=bicycle_rental,operator=Nextbike Polska
50.112995,18.987121,addNode name=27297,ref=27297,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.11745,18.999663,addNode name=27354,ref=27354,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.111541,19.043667,addNode name=27752,ref=27752,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.141213,18.995679,addNode name=27764,ref=27764,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.132121,19.018517,addNode name=27766,ref=27766,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.0898,18.999269,addNode name=27772,ref=27772,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.08832,18.99591,addNode name=27780,ref=27780,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.111695,18.994199,addNode name=27790,ref=27790,capacity=6,amenity=bicycle_rental,operator=Nextbike Polska
50.133221,18.980276,addNode name=27803,ref=27803,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.129262,18.981094,addNode name=27805,ref=27805,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.106929,18.966051,addNode name=27808,ref=27808,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.109473,18.974196,addNode name=27810,ref=27810,capacity=6,amenity=bicycle_rental,operator=Nextbike Polska
50.124754,18.982003,addNode name=27813,ref=27813,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.115526,18.981161,addNode name=27826,ref=27826,capacity=4,amenity=bicycle_rental,operator=Nextbike Polska
50.117557,18.976555,addNode name=27828,ref=27828,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.119565,18.994704,addNode name=27845,ref=27845,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.121533,18.977748,addNode name=27868,ref=27868,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.123294,19.05001,addNode name=27870,ref=27870,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.121169,18.991989,addNode name=27886,ref=27886,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.117643,18.982512,addNode name=27888,ref=27888,capacity=6,amenity=bicycle_rental,operator=Nextbike Polska
50.103997,18.987977,addNode name=27913,ref=27913,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.114132,18.996652,addNode name=27599,ref=27599,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.105478,19.00319,addNode name=27597,ref=27597,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.121554,18.986417,addNode name=27571,ref=27571,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.159884,19.01073,addNode name=27547,ref=27547,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
50.144582,18.951448,addNode name=27570,ref=27570,capacity=3,amenity=bicycle_rental,operator=Nextbike Polska
50.127928,18.988529,addNode name=27469,ref=27469,capacity=5,amenity=bicycle_rental,operator=Nextbike Polska
